Time,x1,x2,x3,
0.000000,1.421909E+03,2.837082E+03,2.541006E+00,
1.000000,1.845524E+02,2.814303E+03,1.028189E-01,
2.000000,1.889147E+02,2.698985E+03,1.026193E-01,
3.000000,1.934586E+02,2.576009E+03,1.051604E-01,
4.000000,1.998348E+02,2.453513E+03,1.134202E-01,
5.000000,2.116977E+02,2.337045E+03,1.232540E-01,
6.000000,2.289604E+02,2.226632E+03,1.370861E-01,
7.000000,2.552594E+02,2.121095E+03,1.462616E-01,
8.000000,2.990541E+02,2.022086E+03,1.597645E-01,
9.000000,3.606749E+02,1.928658E+03,1.900449E-01,
10.000000,4.541748E+02,1.839571E+03,2.226944E-01,
11.000000,5.928910E+02,1.754118E+03,2.577634E-01,
12.000000,8.055019E+02,1.672944E+03,3.019656E-01,
13.000000,1.179361E+03,1.595437E+03,3.120538E-01,
14.000000,1.827373E+03,1.521806E+03,2.665369E-01,
15.000000,2.738866E+03,1.451796E+03,1.940380E-01,
16.000000,3.357124E+03,1.385376E+03,1.377621E-01,
17.000000,3.565454E+03,1.322982E+03,7.780983E-02,
18.000000,3.579863E+03,1.263105E+03,8.585718E-02,
19.000000,3.579904E+03,1.206323E+03,8.784801E-02,
20.000000,3.579904E+03,1.150912E+03,6.058215E-02,
21.000000,3.579904E+03,1.099072E+03,6.919197E-02,
22.000000,3.579904E+03,1.050000E+03,8.289419E-02,
23.000000,3.579904E+03,1.002902E+03,8.680275E-02,
24.000000,3.579904E+03,9.580130E+02,5.801041E-02,
25.000000,3.579904E+03,9.159018E+02,6.992769E-02,
26.000000,3.579904E+03,8.757765E+02,8.125764E-02,
27.000000,3.579904E+03,8.367237E+02,4.971460E-02,
28.000000,3.579904E+03,7.997674E+02,5.990552E-02,
29.000000,3.579904E+03,7.644887E+02,7.104444E-02,
30.000000,3.579904E+03,7.309788E+02,4.793476E-02,
31.000000,3.579904E+03,6.996239E+02,5.690190E-02,
32.000000,3.579904E+03,6.691870E+02,6.230889E-02,
33.000000,3.579904E+03,6.403439E+02,4.213213E-02,
34.000000,3.579904E+03,6.124074E+02,5.020353E-02,
35.000000,3.579904E+03,5.859102E+02,6.393412E-02,
36.000000,3.579904E+03,5.605883E+02,5.544162E-02,
37.000000,3.579904E+03,5.369630E+02,8.837353E-02,
38.000000,3.579904E+03,5.139692E+02,1.319837E-01,
39.000000,3.579904E+03,4.928315E+02,1.730836E-01,
