Time,x1,x2,x3,
0.000000,1.129463E+03,2.837082E+03,8.013387E-01,
1.000000,1.250136E+03,2.430124E+03,3.951895E-01,
2.000000,1.453784E+03,2.156617E+03,2.769162E-01,
3.000000,1.556257E+03,1.954312E+03,1.666142E-01,
4.000000,1.617645E+03,1.803582E+03,1.876948E-01,
5.000000,1.679182E+03,1.693747E+03,9.388540E-02,
6.000000,1.708779E+03,1.609060E+03,9.544518E-02,
7.000000,1.689781E+03,1.543440E+03,1.386811E-01,
8.000000,1.700628E+03,1.493405E+03,8.118766E-02,
9.000000,1.709705E+03,1.454949E+03,7.390648E-02,
10.000000,1.739887E+03,1.424245E+03,1.481666E-01,
11.000000,1.761405E+03,1.399006E+03,1.067295E-01,
12.000000,1.850704E+03,1.379358E+03,7.456282E-02,
13.000000,1.991787E+03,1.365514E+03,1.466930E-01,
14.000000,2.216802E+03,1.356880E+03,7.323940E-02,
15.000000,2.578322E+03,1.350284E+03,7.725235E-02,
16.000000,2.844305E+03,1.350403E+03,1.327000E-01,
17.000000,2.983108E+03,1.353652E+03,1.289483E-01,
18.000000,3.106679E+03,1.357175E+03,1.431351E-01,
19.000000,3.109633E+03,1.363727E+03,1.634443E-01,
20.000000,3.083022E+03,1.362860E+03,1.879176E-01,
21.000000,3.059726E+03,1.365984E+03,1.334346E-01,
22.000000,3.039446E+03,1.366403E+03,1.565579E-01,
23.000000,3.019149E+03,1.375414E+03,1.353866E-01,
24.000000,2.898619E+03,1.378182E+03,1.483706E-01,
25.000000,2.856966E+03,1.380634E+03,1.468751E-01,
26.000000,2.852891E+03,1.389146E+03,1.107159E-01,
27.000000,2.857572E+03,1.391783E+03,1.150696E-01,
28.000000,2.862792E+03,1.395703E+03,1.399413E-01,
29.000000,2.866101E+03,1.395363E+03,1.792470E-01,
30.000000,2.871523E+03,1.398583E+03,1.184372E-01,
31.000000,2.880775E+03,1.409016E+03,1.402640E-01,
32.000000,2.886335E+03,1.417602E+03,1.389864E-01,
33.000000,2.898855E+03,1.424807E+03,1.589008E-01,
34.000000,2.880871E+03,1.430547E+03,1.384632E-01,
35.000000,2.885844E+03,1.437104E+03,1.262063E-01,
36.000000,2.896549E+03,1.444839E+03,1.307839E-01,
37.000000,2.904564E+03,1.447159E+03,1.364049E-01,
38.000000,2.911178E+03,1.456134E+03,1.468020E-01,
39.000000,2.918140E+03,1.461882E+03,1.257550E-01,
