Time,x1,x2,x3,
0.000000,1.421909E+03,3.571675E+03,6.708894E+00,
1.000000,4.209527E+02,3.543212E+03,4.719908E-01,
2.000000,4.880908E+02,3.397729E+03,3.412944E-01,
3.000000,5.496997E+02,3.242122E+03,3.649511E-01,
4.000000,5.953277E+02,3.088656E+03,4.237789E-01,
5.000000,6.278775E+02,2.942471E+03,3.625408E-01,
6.000000,6.798637E+02,2.803442E+03,4.973925E-01,
7.000000,7.120320E+02,2.670356E+03,4.995629E-01,
8.000000,7.538309E+02,2.544243E+03,4.554797E-01,
9.000000,8.063521E+02,2.426820E+03,4.274822E-01,
10.000000,9.125750E+02,2.313868E+03,3.480814E-01,
11.000000,1.039345E+03,2.207963E+03,3.307169E-01,
12.000000,1.202203E+03,2.105626E+03,3.011946E-01,
13.000000,1.485891E+03,2.007924E+03,2.565962E-01,
14.000000,1.781054E+03,1.914780E+03,2.052028E-01,
15.000000,2.247232E+03,1.826144E+03,1.598530E-01,
16.000000,2.679769E+03,1.743730E+03,1.043976E-01,
17.000000,3.023041E+03,1.664673E+03,6.877385E-02,
18.000000,3.311534E+03,1.588129E+03,7.995538E-02,
19.000000,3.423063E+03,1.516463E+03,5.231522E-02,
20.000000,3.453377E+03,1.447549E+03,9.816655E-02,
21.000000,3.165390E+03,1.382282E+03,4.934403E-02,
22.000000,3.068502E+03,1.319887E+03,1.414371E-01,
23.000000,2.858967E+03,1.260319E+03,1.453889E-01,
24.000000,2.746145E+03,1.203957E+03,1.361494E-01,
25.000000,2.681306E+03,1.151344E+03,1.953411E-01,
26.000000,2.644122E+03,1.100110E+03,3.332843E-01,
27.000000,2.604881E+03,1.051292E+03,3.455563E-01,
28.000000,2.601660E+03,1.005288E+03,3.689329E-01,
29.000000,2.601819E+03,9.611118E+02,4.130639E-01,
30.000000,2.604955E+03,9.190197E+02,3.696848E-01,
31.000000,2.607316E+03,8.782082E+02,1.755475E-01,
32.000000,2.624146E+03,8.404066E+02,1.962425E-01,
33.000000,2.635405E+03,8.045287E+02,1.545065E-01,
34.000000,2.642094E+03,7.693841E+02,1.603565E-01,
35.000000,2.645632E+03,7.366457E+02,1.701431E-01,
36.000000,2.648713E+03,7.045366E+02,1.821232E-01,
37.000000,2.651123E+03,6.744420E+02,1.690136E-01,
38.000000,2.653555E+03,6.449187E+02,2.520535E-01,
39.000000,2.655204E+03,6.181151E+02,2.303551E-01,
