Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,
42,9815355.169470303,449491.939818417,8800.0,79200.0,7705.017034807648,3299.9275546230147,65711.04947640818,65643.62847584531,114435.88897989258,17758.152904760882,113827.39051429683,13213.671962977309,118800.0,118765.79767567938,13200.056368235391,118800.0,13200.0,582953.2884639137,70182.67914461832,224723.03824595758,431468.4785282151,13200.0,118800.0,114589.8049530591,17742.4439564911,13200.0,118800.0,113217.90935718876,13769.492370744596,118800.0,118800.0,118800.0,
43,9815355.169470303,449471.4767300626,8800.0,79200.0,7684.384387153557,3343.6181539630356,65583.89725114948,65754.44074030795,114317.33086635797,17890.23655705911,113824.45110609039,13214.219989198484,118800.0,118766.45999527455,13200.069880828494,118800.0,13200.0,583271.2241642122,70004.72378861094,227345.55827306063,428574.5576669557,13200.0,118800.0,114485.18545763334,17854.73526676449,13200.0,118800.0,113212.04491307803,13772.366123706166,118800.0,118800.0,118800.0,
44,9815355.169470303,449464.4253320745,8800.0,79200.0,7663.118607634365,3388.1869348357304,65447.75986246329,65859.89005868493,114214.84916384524,18015.37183497732,113823.98456048308,13214.671733805875,118800.0,118767.13538136438,13200.057821567767,118800.0,13200.0,583573.0628154909,69848.52499826111,229878.05759963128,425483.45084287366,13200.0,118800.0,114371.83513178013,17964.788392132592,13200.0,118800.0,113207.62200661424,13774.558510163964,118800.0,118800.0,118800.0,
45,9815355.169470303,449467.7498329248,8800.0,79200.0,7641.546256593049,3430.904679571785,65414.79196600309,65962.02676583697,114109.47502137911,18134.861271115726,113813.4845627876,13214.86467155186,118800.0,118767.45778574247,13200.070866405504,118800.0,13200.0,583843.9784619254,69704.5473154285,232219.53461677855,422466.1604375641,13200.0,118800.0,114268.67583884014,18071.039124104256,13200.0,118800.0,113204.30919810978,13776.060206797005,118800.0,118800.0,118800.0,
46,9815355.169470303,449425.8989013815,8800.0,79200.0,7617.459074179459,3474.263590241586,65274.44384015638,66009.50509849189,113994.5554174518,18256.789793375636,113810.84764250834,13216.097347800483,118800.0,118767.85288842145,13200.053748300727,118800.0,13200.0,584100.8962110892,69564.82822600426,234662.00306105707,419354.80989722314,13200.0,118800.0,114161.56119931617,18184.12871002202,13200.0,118800.0,113196.21515381213,13777.85668794344,118800.0,118800.0,118800.0,
47,9815355.169470303,449396.63050838746,8800.0,79200.0,7591.5071234037605,3515.9927072725127,65116.87937467842,66076.84242604945,113871.04430494548,18371.03196843608,113805.38316705714,13217.691268926223,118800.0,118768.31340888313,13200.042565283557,118800.0,13200.0,584348.0454862596,69437.94675370317,237306.03342210862,415975.6477654604,13200.0,118800.0,114053.65968661396,18294.538733965972,13200.0,118800.0,113191.2982605315,13779.18951608074,118800.0,118800.0,118800.0,
48,9815355.169470303,449371.52932459395,8800.0,79200.0,7564.880340189347,3558.1526036651376,65016.79719480331,66145.147663132,113759.35287024111,18490.557512043342,113796.73706320224,13217.594877161735,118800.0,118768.73979666787,13200.034270081462,118800.0,13200.0,584590.7968118493,69321.99132947574,240043.72001946205,412762.4112154931,13200.0,118800.0,113943.19498500253,18401.79242637253,13200.0,118800.0,113187.02552794963,13780.239134715193,118800.0,118800.0,118800.0,
49,9815355.169470303,449349.1736343267,8800.0,79200.0,7534.253390491985,3600.343337769796,64881.36680317418,66243.4753195548,113638.78185270558,18607.807737148458,113789.70495657851,13217.622229714527,118800.0,118768.96082029925,13200.026036502024,118800.0,13200.0,584803.6785553962,69203.21713434544,242515.56749773893,409813.95295163186,13200.0,118800.0,113835.11842467,18515.140567281655,13200.0,118800.0,113183.06161531102,13780.761621678903,118800.0,118800.0,118800.0,
50,9815355.169470303,449310.2602365308,8800.0,79200.0,7501.595331589399,3641.4773505374073,64726.24531150916,66287.45329488402,113520.50626532912,18715.129192275144,113785.85136307353,13217.83576511094,118800.0,118769.44673753365,13200.020268537415,118800.0,13200.0,584999.125463718,69102.03649881585,245255.94186339143,406546.4262299604,13200.0,118800.0,113731.79566310941,18622.547097118328,13200.0,118800.0,113178.44346756091,13781.424575210296,118800.0,118800.0,118800.0,
51,9815355.169470303,449276.97934048437,8800.0,79200.0,7465.473770066616,3683.6377572784645,64571.22918670215,66367.73452608618,113410.31941575799,18825.173293047977,113782.14188333476,13218.200963193858,118800.0,118769.88522293822,13200.014562550517,118800.0,13200.0,585185.7109471844,69013.15321678384,248202.25807121478,403510.83688017924,13200.0,118800.0,113624.51624391327,18736.799110946937,13200.0,118800.0,113174.26971934759,13782.215264640949,118800.0,118800.0,118800.0,
52,9815355.169470303,449237.73934726283,8800.0,79200.0,7427.567131189822,3725.5793303586383,64418.062703542324,66435.63649305537,113307.15354678767,18937.866510745618,113774.10172405197,13218.089439250078,118800.0,118770.3742091112,13200.01090819724,118800.0,13200.0,585371.5385184042,68905.96049506101,250734.33191304837,400532.65861350106,13200.0,118800.0,113517.12162430599,18842.72036480371,13200.0,118800.0,113169.22576126008,13782.728365451208,118800.0,118800.0,118800.0,
53,9815355.169470303,449198.07216449926,8800.0,79200.0,7386.240585004881,3767.2254008262844,64262.946808516695,66519.45526200625,113195.28251491435,19049.1391135691,113766.50365755038,13217.838080916501,118800.0,118770.56673412713,13200.00889450455,118800.0,13200.0,585538.7318281791,68820.86882191809,253358.35150386262,397380.3371051883,13200.0,118800.0,113409.40790507724,18951.455743724597,13200.0,118800.0,113164.52468993526,13783.180321169528,118800.0,118800.0,118800.0,
54,9815355.169470303,449157.32720983657,8800.0,79200.0,7343.860438314715,3808.5019120166917,64106.349977500526,66550.01015244352,113082.67560303517,19154.33296949913,113758.50173985142,13218.547563873299,118800.0,118770.75749714089,13200.007519242901,118800.0,13200.0,585712.1893082157,68742.07281575113,256165.9333340393,394258.76500666136,13200.0,118800.0,113302.2779474531,19065.49636066879,13200.0,118800.0,113161.14228140457,13783.416945417572,118800.0,118800.0,118800.0,
55,9815355.169470303,449123.36454417766,8800.0,79200.0,7300.238968730586,3849.093411974907,63938.34084837656,66635.37999895684,112980.45757972743,19262.056668252786,113753.9661527296,13218.85082366494,118800.0,118771.22509549183,13200.00577893588,118800.0,13200.0,585872.5918908728,68660.10222102974,258912.47928981585,391085.4447135127,13200.0,118800.0,113194.74052766309,19171.801518199267,13200.0,118800.0,113158.37197672996,13783.884130442744,118800.0,118800.0,118800.0,
56,9815355.169470303,449089.70608064835,8800.0,79200.0,7252.664728165305,3890.3847702180497,63790.072871971046,66652.2468041817,112873.61638056593,19363.049254545353,113749.03686543621,13219.119535990323,118800.0,118771.4949699252,13200.004569265686,118800.0,13200.0,586018.8449860411,68587.84795462733,261639.44711083217,387969.82029489055,13200.0,118800.0,113087.58363497735,19280.753819568745,13200.0,118800.0,113155.146880841,13784.286529266294,118800.0,118800.0,118800.0,
57,9815355.169470303,449051.4595341301,8800.0,79200.0,7203.950350931056,3931.6887617387365,63643.84284924046,66741.56302907983,112775.94586775929,19466.447884580866,113742.03575645224,13220.030810612794,118800.0,118771.71953490736,13200.004007111456,118800.0,13200.0,586162.3415167606,68512.93106566662,264052.7179784808,385335.09343804064,13200.0,118800.0,112979.13152915105,19385.59217280773,13200.0,118800.0,113153.06149127788,13784.79392161909,118800.0,118800.0,118800.0,
58,9815355.169470303,449023.0722709695,8800.0,79200.0,7155.1264245925295,3972.245487950137,63498.882108048776,66799.3187777023,112671.53180526814,19570.273838074892,113739.02653115633,13219.26093842757,118800.0,118772.05080043446,13200.002867125204,118800.0,13200.0,586295.7274989813,68442.62542839872,266799.83485841256,382536.9058651403,13200.0,118800.0,112870.55009935253,19496.567112268836,13200.0,118800.0,113150.45479918951,13785.451213833798,118800.0,118800.0,118800.0,
