Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,
12,0.07149778208323704,1.0334386443729175,0.06940810105464265,1.549629056241799,0.6778345839362757,0.010000000000000002,0.10013452877771464,0.1068029673404681,0.9358745831741743,0.20180790869587822,2.767108680090424,1.9800000000000002,0.22000000000000003,0.2200000037135978,4.923499010632502,9.353949411231419,0.2,1.799997659913885,1.7976551568161439,2.080882264083239,2.1438977534648,
13,0.08128812173926932,1.0122105576326939,0.0721242174758116,1.7404535753379171,1.0485003335958072,0.010000000000000002,0.10958434486709352,0.10000019541475252,1.226517438991152,0.2461201219025018,1.6762707875766878,1.9800000000000002,0.22000000000000003,0.22000000000000003,4.256677726393585,9.775130242470091,0.2,1.8,1.7996559483136836,1.7861864409641852,2.0922245078094557,
14,0.0946814238692587,0.9869054447230947,0.06775289125615955,1.674327643339234,1.4183794149913045,0.010000000000000002,0.17346046300770376,0.1,1.5200286311056523,0.4489241278377894,1.6012527202691418,1.9800000000000002,0.22000000000000003,0.22000000000000003,3.62458332501381,9.808898680550593,0.2,1.8,1.7999795167943784,1.5325590709618586,1.98097411018853,
15,0.09996617943489165,0.8952648741990403,0.0589659413439951,1.4030418815673547,1.6720686894030934,0.010000000000000002,0.2756793346193925,0.1,1.6350912325056834,0.5915916887767274,1.600005212815018,1.9800000000000002,0.22000000000000003,0.22000000000000003,2.973725179033125,9.44755247885564,0.2,1.8,1.799999839999888,1.3312932594769913,1.7376897174784407,
16,0.10034320558044296,0.7555505472402809,0.0428379730410205,0.9951000454540266,1.750222630695642,0.010000000000000002,0.3114402967833133,0.1,1.83352191361491,0.6591276126701106,1.6,1.9800000000000002,0.22000000000000003,0.22000000000000003,2.3729267628343838,8.683317313542366,0.2,1.79999957999895,1.8,1.0730291021980438,1.5614341777113048,
17,0.1000321685963961,0.6509118731215104,0.022202769625848516,0.6730524654166935,1.6392089924159352,0.010000000000000002,0.37944370975504693,0.1,2.1277498605244842,0.844298932296126,1.6000424510040525,1.9800000000000002,0.22016317312582684,0.22000219727263537,1.7668764559929149,7.566636807019105,0.2,1.799778886146384,1.7999954098502746,0.9253267236540635,1.5057163203716397,
18,0.09789418934950253,0.6088642588783941,0.01095633658760307,0.47234017933269096,1.3717384761019478,0.010000000000000002,0.47580531066545356,0.1,2.231149568515614,1.0082309911008296,1.6087951607323616,1.9800000000000002,0.2318709234684189,0.2211211667251094,1.2048017374698599,5.985853804463861,0.2,1.787292712745468,1.7987192076726386,0.9009420046486206,1.5001270656554564,
19,0.09041503153861204,0.5971079095548812,0.01002433379017608,0.4067826366753239,1.0264974332152283,0.01000030570556915,0.5340301840889987,0.1,2.189801634629582,1.1820312228448302,1.8549803301162708,1.9800000000000002,0.3639070020876116,0.25218628491375383,0.8454807287628352,4.205668560876959,0.2,1.6555451311262652,1.76605759649917,0.9115002081394142,1.5036439617437163,
20,0.0788592534374583,0.6154548270393483,0.010000692947811031,0.4001718321036214,0.7139428875424596,0.01004113481182001,0.6179154155168021,0.10000008576918777,1.9750836317723435,1.3304710624798421,3.407972013993583,1.9800000000000002,0.8517215046171669,0.4372175915253326,0.7288243605423881,2.4966919502907845,0.2,1.1951127287758485,1.5767237357272166,1.0297840671704197,1.5637381988078576,
21,0.06916096720691887,0.6726997253910242,0.01000004011789684,0.4000048407422096,0.5312824316592337,0.011337821614666387,0.6485401263015074,0.10038123239065966,1.6280590336436713,1.3533647496860186,6.604283547346175,1.9800000000000002,1.6538934995346215,0.8392970025947135,0.8188305191337518,1.480094973950865,0.2,0.47952855606194966,1.1804694775397548,1.3531527615958763,1.7917381220899753,
22,0.06376602284426304,0.7507386164541161,0.010012329940751314,0.40000027397249766,0.4526801465660709,0.018106700992330443,0.59499192169357,0.13820717954781991,1.1992794577103674,1.2448321729143925,10.18942536442459,1.9800000000000002,1.9782800852427462,1.7614111250227837,1.1349752399159148,1.2264979165414271,0.2,0.20142520527034252,0.37797960870632685,1.809112563033177,2.0573239518653312,
23,0.061364689829278306,0.8309488928758907,0.010269987454493486,0.4000001124421781,0.42137621980405776,0.02773738090257732,0.46069827775687405,0.28986126816344077,0.6570735854064222,0.9569005587615992,12.898662522471971,1.9800000000000002,1.9799987749228398,1.9799949861721613,2.022357239749488,1.2005460443158742,0.2,0.20000066698395505,0.20000380255342745,2.3425199372588095,2.3907787506826157,
