Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,
76,0.009068,0.000014,0.008112,0.412491,0.000374,0.156535,10.400415,0.107904,0.313525,0.027060,44.992903,0.008426,5.201302,0.007469,0.000000,0.049157,0.008209,0.088929,0.000001,0.000000,0.001295,0.040027,0.000000,10.512131,0.025032,0.000582,0.000000,0.006622,0.182631,0.002302,0.000008,0.000000,0.626084,0.023741,0.000312,0.004720,0.000008,2.421610,0.049748,0.000000,0.027737,0.000000,0.000003,0.000285,0.000400,0.001365,0.000716,0.000000,0.015193,0.074894,0.000038,0.717764,2.616412,0.004656,0.002469,0.001347,0.051161,17.968338,144.705006,0.185655,0.186079,0.656382,0.444687,0.044190,0.000256,0.049545,0.283507,0.138201,0.005434,0.121943,0.000244,0.282991,0.013997,0.009369,0.052812,0.003607,0.006873,1.298934,0.006222,0.010073,0.005540,0.017985,0.010889,0.005592,0.011055,0.008890,0.000001,0.000664,0.000002,0.001161,0.000042,0.000079,0.003227,0.006126,0.007451,3565.160862,0.000903,0.020616,0.000000,0.075283,0.000000,0.000000,0.102205,0.137231,0.806743,0.003156,0.030629,0.034756,0.099463,0.020756,0.011702,0.000150,0.002415,0.000004,0.064511,0.091296,0.004625,0.019763,0.007537,-0.007536,0.008824,0.152873,0.050070,0.149529,0.000193,-0.000326,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009255,0.257661,0.266794,0.005979,0.058533,0.041230,0.022270,0.000284,0.004342,0.000007,0.134224,0.019740,0.033792,0.020762,0.014269,0.000000,0.002765,0.005443,0.000673,-0.000000,0.000004,0.000000,0.000001,0.061982,0.000000,0.000000,0.001167,0.000083,0.001282,-0.000000,-0.000092,-0.000023,0.000141,-0.000000,0.000031,-0.000000,0.000103,0.000105,0.014074,0.014155,0.017942,0.161689,0.054522,0.002765,0.000388,0.242049,0.000270,0.033970,0.000435,0.006756,0.000011,2.420749,0.098137,0.000000,0.000221,0.000023,0.000000,0.000015,0.000071,0.000000,0.188761,0.014271,0.180195,0.211769,-0.000126,0.266920,0.128012,0.004634,0.000005,
77,0.009068,0.000013,0.007723,0.412880,0.000355,0.156923,10.400415,0.109318,0.312543,0.026673,44.992472,0.008283,5.201733,0.007469,0.000000,0.050010,0.008220,0.088935,0.000000,0.000000,0.001290,0.039859,0.000000,10.512131,0.025236,0.000597,0.000000,0.006604,0.182628,0.002302,0.000008,0.000000,0.626065,0.023739,0.000312,0.004725,0.000008,2.421605,0.049748,0.000000,0.027736,0.000000,0.000003,0.000288,0.000405,0.001364,0.000716,0.000000,0.015194,0.074897,0.000038,0.715757,2.619618,0.004668,0.002470,0.001344,0.051160,17.968330,144.720902,0.185352,0.185826,0.656873,0.444687,0.044191,0.000243,0.048676,0.283822,0.138964,0.005237,0.122784,0.000232,0.283257,0.013771,0.009369,0.052811,0.003594,0.006863,1.297775,0.006243,0.010042,0.005535,0.017963,0.010902,0.005587,0.011068,0.008885,0.000001,0.000665,0.000002,0.001164,0.000042,0.000079,0.003225,0.006133,0.007451,3565.145209,0.000903,0.020278,0.000000,0.075282,0.000000,0.000000,0.102277,0.137525,0.806475,0.003158,0.030521,0.034714,0.099575,0.020737,0.011691,0.000150,0.002416,0.000004,0.064443,0.091304,0.004636,0.019702,0.007537,-0.007536,0.008855,0.152784,0.050028,0.149599,0.000189,-0.000321,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009254,0.257659,0.266793,0.005994,0.058449,0.041280,0.022297,0.000285,0.004352,0.000007,0.134293,0.019679,0.033685,0.020743,0.014259,0.000000,0.002765,0.005443,0.000672,-0.000000,0.000004,0.000000,0.000001,0.062013,0.000000,0.000000,0.001159,0.000080,0.001277,-0.000000,-0.000091,-0.000023,0.000134,-0.000000,0.000032,-0.000000,0.000098,0.000100,0.013843,0.013925,0.017990,0.161630,0.054420,0.002765,0.000383,0.241769,0.000266,0.033986,0.000435,0.006767,0.000011,2.420743,0.098135,0.000000,0.000210,0.000024,0.000000,0.000015,0.000069,0.000000,0.188704,0.014261,0.180084,0.211668,-0.000124,0.266918,0.128021,0.004644,0.000005,
78,0.009069,0.000013,0.007354,0.413250,0.000337,0.157307,10.400415,0.110728,0.311545,0.026288,44.992063,0.008142,5.202142,0.007469,0.000000,0.050858,0.008231,0.088940,0.000000,0.000000,0.001284,0.039689,0.000000,10.512131,0.025443,0.000613,0.000000,0.006586,0.182625,0.002302,0.000008,0.000000,0.626046,0.023738,0.000312,0.004730,0.000008,2.421600,0.049747,0.000000,0.027736,0.000000,0.000003,0.000290,0.000409,0.001364,0.000716,0.000000,0.015194,0.074899,0.000038,0.713686,2.622924,0.004680,0.002471,0.001341,0.051159,17.968323,144.736797,0.185037,0.185560,0.657360,0.444687,0.044191,0.000231,0.047813,0.284149,0.139700,0.005048,0.123602,0.000221,0.283534,0.013547,0.009369,0.052811,0.003581,0.006853,1.296580,0.006265,0.010010,0.005531,0.017941,0.010914,0.005581,0.011082,0.008880,0.000001,0.000665,0.000002,0.001166,0.000042,0.000079,0.003221,0.006141,0.007451,3565.129555,0.000903,0.019944,0.000000,0.075280,0.000000,0.000000,0.102349,0.137827,0.806200,0.003159,0.030411,0.034670,0.099688,0.020717,0.011680,0.000150,0.002417,0.000004,0.064374,0.091311,0.004646,0.019639,0.007538,-0.007536,0.008886,0.152693,0.049984,0.149668,0.000186,-0.000317,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009254,0.257657,0.266792,0.006010,0.058364,0.041332,0.022325,0.000285,0.004362,0.000007,0.134364,0.019616,0.033576,0.020724,0.014249,0.000000,0.002765,0.005442,0.000670,-0.000000,0.000004,0.000000,0.000002,0.062044,0.000000,0.000000,0.001151,0.000078,0.001271,-0.000000,-0.000091,-0.000024,0.000127,-0.000000,0.000033,-0.000000,0.000093,0.000095,0.013615,0.013698,0.018038,0.161571,0.054314,0.002765,0.000377,0.241482,0.000262,0.034003,0.000435,0.006778,0.000011,2.420738,0.098132,0.000000,0.000200,0.000025,0.000000,0.000015,0.000066,0.000000,0.188646,0.014251,0.179970,0.211564,-0.000123,0.266916,0.128031,0.004654,0.000005,
79,0.009070,0.000012,0.007002,0.413602,0.000320,0.157689,10.400415,0.112132,0.310531,0.025906,44.991673,0.008002,5.202532,0.007469,0.000000,0.051698,0.008242,0.088946,0.000000,0.000000,0.001279,0.039516,0.000000,10.512131,0.025653,0.000628,0.000000,0.006568,0.182621,0.002302,0.000008,0.000000,0.626026,0.023736,0.000312,0.004735,0.000008,2.421596,0.049747,0.000000,0.027735,0.000000,0.000003,0.000293,0.000414,0.001364,0.000716,0.000000,0.015195,0.074902,0.000038,0.711553,2.626329,0.004693,0.002472,0.001338,0.051158,17.968316,144.752692,0.184709,0.185282,0.657841,0.444688,0.044191,0.000220,0.046957,0.284488,0.140409,0.004868,0.124397,0.000210,0.283823,0.013326,0.009368,0.052811,0.003568,0.006843,1.295349,0.006288,0.009977,0.005525,0.017918,0.010927,0.005576,0.011096,0.008874,0.000001,0.000665,0.000002,0.001169,0.000042,0.000079,0.003218,0.006149,0.007451,3565.113899,0.000903,0.019613,0.000000,0.075279,0.000000,0.000000,0.102420,0.138136,0.805918,0.003161,0.030298,0.034625,0.099804,0.020697,0.011669,0.000150,0.002418,0.000004,0.064304,0.091317,0.004656,0.019575,0.007538,-0.007536,0.008918,0.152600,0.049937,0.149737,0.000183,-0.000312,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009254,0.257655,0.266791,0.006027,0.058278,0.041384,0.022353,0.000285,0.004372,0.000007,0.134435,0.019551,0.033465,0.020703,0.014239,0.000000,0.002764,0.005441,0.000669,-0.000000,0.000004,0.000000,0.000002,0.062077,0.000000,0.000000,0.001144,0.000075,0.001265,-0.000000,-0.000090,-0.000024,0.000120,-0.000000,0.000033,-0.000000,0.000089,0.000090,0.013389,0.013474,0.018087,0.161509,0.054205,0.002764,0.000371,0.241190,0.000257,0.034020,0.000435,0.006789,0.000011,2.420732,0.098130,0.000000,0.000190,0.000025,0.000000,0.000015,0.000064,0.000000,0.188585,0.014241,0.179852,0.211457,-0.000122,0.266913,0.128042,0.004665,0.000005,
80,0.009070,0.000012,0.006668,0.413937,0.000304,0.158069,10.400415,0.113532,0.309503,0.025526,44.991303,0.007864,5.202902,0.007469,0.000000,0.052531,0.008253,0.088952,0.000000,0.000000,0.001273,0.039341,0.000000,10.512131,0.025866,0.000644,0.000000,0.006549,0.182617,0.002302,0.000008,0.000000,0.626006,0.023735,0.000312,0.004740,0.000008,2.421591,0.049747,0.000000,0.027735,0.000000,0.000003,0.000295,0.000419,0.001364,0.000715,0.000000,0.015196,0.074905,0.000038,0.709360,2.629832,0.004706,0.002473,0.001335,0.051157,17.968308,144.768585,0.184371,0.184992,0.658316,0.444688,0.044192,0.000209,0.046109,0.284837,0.141092,0.004695,0.125170,0.000200,0.284123,0.013107,0.009368,0.052810,0.003554,0.006833,1.294082,0.006311,0.009943,0.005520,0.017894,0.010940,0.005570,0.011110,0.008869,0.000001,0.000665,0.000002,0.001172,0.000042,0.000079,0.003215,0.006157,0.007451,3565.098242,0.000903,0.019286,0.000000,0.075277,0.000000,0.000000,0.102489,0.138452,0.805631,0.003162,0.030183,0.034579,0.099922,0.020676,0.011657,0.000150,0.002419,0.000004,0.064233,0.091323,0.004667,0.019509,0.007538,-0.007537,0.008951,0.152505,0.049888,0.149806,0.000180,-0.000308,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009253,0.257654,0.266790,0.006043,0.058191,0.041439,0.022383,0.000286,0.004382,0.000007,0.134506,0.019485,0.033351,0.020683,0.014228,0.000000,0.002764,0.005440,0.000667,-0.000000,0.000004,0.000000,0.000002,0.062110,0.000000,0.000000,0.001136,0.000072,0.001260,-0.000000,-0.000089,-0.000024,0.000114,-0.000000,0.000034,-0.000000,0.000084,0.000086,0.013166,0.013252,0.018138,0.161447,0.054093,0.002764,0.000365,0.240893,0.000253,0.034037,0.000435,0.006800,0.000011,2.420727,0.098128,0.000000,0.000181,0.000026,0.000000,0.000014,0.000062,0.000000,0.188522,0.014230,0.179731,0.211346,-0.000120,0.266911,0.128055,0.004675,0.000006,
81,0.009071,0.000011,0.006350,0.414255,0.000289,0.158445,10.400415,0.114927,0.308462,0.025150,44.990950,0.007728,5.203254,0.007469,0.000000,0.053356,0.008265,0.088957,0.000000,0.000000,0.001267,0.039164,0.000000,10.512131,0.026082,0.000660,0.000000,0.006530,0.182614,0.002302,0.000008,0.000000,0.625986,0.023733,0.000312,0.004745,0.000008,2.421586,0.049747,0.000000,0.027734,0.000000,0.000003,0.000298,0.000423,0.001364,0.000715,0.000000,0.015196,0.074907,0.000038,0.707108,2.633431,0.004719,0.002474,0.001332,0.051156,17.968301,144.784477,0.184022,0.184691,0.658787,0.444688,0.044192,0.000199,0.045268,0.285197,0.141749,0.004530,0.125921,0.000190,0.284434,0.012891,0.009367,0.052810,0.003540,0.006822,1.292781,0.006334,0.009909,0.005515,0.017870,0.010954,0.005565,0.011125,0.008863,0.000001,0.000666,0.000002,0.001175,0.000042,0.000079,0.003212,0.006165,0.007451,3565.082583,0.000903,0.018964,0.000000,0.075276,0.000000,0.000000,0.102558,0.138776,0.805337,0.003164,0.030065,0.034532,0.100041,0.020654,0.011645,0.000150,0.002420,0.000004,0.064161,0.091327,0.004677,0.019441,0.007539,-0.007537,0.008985,0.152408,0.049837,0.149874,0.000177,-0.000303,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009253,0.257651,0.266789,0.006060,0.058102,0.041495,0.022413,0.000286,0.004392,0.000007,0.134579,0.019416,0.033235,0.020661,0.014216,0.000000,0.002763,0.005440,0.000666,-0.000000,0.000004,0.000000,0.000002,0.062145,0.000000,0.000000,0.001128,0.000070,0.001254,-0.000000,-0.000089,-0.000025,0.000108,-0.000000,0.000035,-0.000000,0.000080,0.000082,0.012946,0.013032,0.018189,0.161383,0.053978,0.002763,0.000360,0.240590,0.000249,0.034055,0.000436,0.006811,0.000011,2.420721,0.098125,0.000000,0.000172,0.000027,0.000000,0.000014,0.000059,0.000000,0.188456,0.014219,0.179606,0.211231,-0.000119,0.266908,0.128070,0.004686,0.000006,
82,0.009071,0.000010,0.006047,0.414558,0.000275,0.158819,10.400415,0.116317,0.307408,0.024776,44.990615,0.007593,5.203590,0.007469,0.000000,0.054172,0.008276,0.088963,0.000000,0.000000,0.001262,0.038985,0.000000,10.512131,0.026301,0.000677,0.000000,0.006510,0.182610,0.002302,0.000008,0.000000,0.625966,0.023732,0.000312,0.004749,0.000008,2.421582,0.049747,0.000000,0.027734,0.000000,0.000003,0.000301,0.000428,0.001363,0.000715,0.000000,0.015197,0.074910,0.000038,0.704798,2.637123,0.004733,0.002475,0.001329,0.051155,17.968294,144.800368,0.183663,0.184379,0.659252,0.444689,0.044193,0.000189,0.044435,0.285565,0.142381,0.004372,0.126650,0.000181,0.284755,0.012677,0.009367,0.052809,0.003526,0.006811,1.291444,0.006358,0.009873,0.005509,0.017845,0.010967,0.005559,0.011141,0.008858,0.000001,0.000666,0.000002,0.001177,0.000042,0.000079,0.003208,0.006174,0.007451,3565.066922,0.000903,0.018645,0.000000,0.075274,0.000000,0.000000,0.102626,0.139107,0.805037,0.003165,0.029946,0.034484,0.100162,0.020632,0.011633,0.000149,0.002421,0.000004,0.064088,0.091331,0.004688,0.019372,0.007539,-0.007537,0.009019,0.152309,0.049784,0.149942,0.000174,-0.000298,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009253,0.257649,0.266788,0.006078,0.058012,0.041552,0.022444,0.000287,0.004403,0.000007,0.134652,0.019346,0.033117,0.020639,0.014205,0.000000,0.002763,0.005439,0.000664,-0.000000,0.000004,0.000000,0.000002,0.062180,0.000000,0.000000,0.001120,0.000068,0.001248,-0.000000,-0.000088,-0.000025,0.000103,-0.000000,0.000036,-0.000000,0.000076,0.000078,0.012729,0.012815,0.018242,0.161318,0.053861,0.002763,0.000354,0.240281,0.000244,0.034074,0.000436,0.006822,0.000011,2.420716,0.098123,0.000000,0.000163,0.000027,0.000000,0.000014,0.000057,0.000000,0.188389,0.014207,0.179479,0.211113,-0.000117,0.266906,0.128086,0.004697,0.000006,
83,0.009072,0.000010,0.005760,0.414847,0.000261,0.159189,10.400415,0.117703,0.306343,0.024406,44.990296,0.007461,5.203909,0.007469,0.000000,0.054980,0.008288,0.088969,0.000000,0.000000,0.001256,0.038803,0.000000,10.512131,0.026523,0.000693,0.000000,0.006490,0.182606,0.002301,0.000008,0.000000,0.625945,0.023730,0.000312,0.004754,0.000008,2.421577,0.049747,0.000000,0.027733,0.000000,0.000003,0.000303,0.000433,0.001363,0.000715,0.000000,0.015197,0.074913,0.000038,0.702432,2.640908,0.004746,0.002476,0.001326,0.051154,17.968287,144.816258,0.183294,0.184058,0.659711,0.444689,0.044193,0.000180,0.043611,0.285943,0.142988,0.004220,0.127358,0.000172,0.285085,0.012466,0.009367,0.052809,0.003512,0.006800,1.290072,0.006383,0.009837,0.005503,0.017820,0.010981,0.005553,0.011156,0.008852,0.000001,0.000666,0.000002,0.001180,0.000042,0.000079,0.003205,0.006182,0.007451,3565.051260,0.000903,0.018329,0.000000,0.075272,0.000000,0.000000,0.102693,0.139445,0.804730,0.003166,0.029824,0.034434,0.100285,0.020610,0.011620,0.000149,0.002422,0.000004,0.064014,0.091334,0.004699,0.019301,0.007539,-0.007537,0.009054,0.152208,0.049728,0.150009,0.000170,-0.000294,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009252,0.257647,0.266787,0.006095,0.057920,0.041611,0.022476,0.000287,0.004413,0.000007,0.134726,0.019275,0.032997,0.020617,0.014192,0.000000,0.002762,0.005438,0.000663,-0.000000,0.000004,0.000000,0.000002,0.062216,0.000000,0.000000,0.001112,0.000066,0.001242,-0.000000,-0.000087,-0.000026,0.000097,-0.000000,0.000036,-0.000000,0.000073,0.000074,0.012514,0.012601,0.018295,0.161252,0.053741,0.002762,0.000348,0.239968,0.000240,0.034093,0.000436,0.006833,0.000011,2.420710,0.098120,0.000000,0.000155,0.000028,0.000000,0.000014,0.000055,0.000000,0.188320,0.014194,0.179348,0.210991,-0.000116,0.266903,0.128103,0.004707,0.000006,
84,0.009072,0.000009,0.005486,0.415121,0.000248,0.159556,10.400415,0.119083,0.305267,0.024039,44.989993,0.007330,5.204212,0.007469,0.000000,0.055778,0.008300,0.088975,0.000000,0.000000,0.001250,0.038620,0.000000,10.512131,0.026747,0.000710,0.000000,0.006470,0.182602,0.002301,0.000008,0.000000,0.625924,0.023728,0.000312,0.004758,0.000008,2.421573,0.049747,0.000000,0.027732,0.000000,0.000003,0.000306,0.000437,0.001363,0.000715,0.000000,0.015198,0.074916,0.000038,0.700011,2.644784,0.004760,0.002477,0.001322,0.051153,17.968279,144.832147,0.182917,0.183727,0.660164,0.444690,0.044194,0.000171,0.042796,0.286329,0.143571,0.004075,0.128044,0.000163,0.285425,0.012258,0.009366,0.052808,0.003498,0.006789,1.288665,0.006408,0.009800,0.005496,0.017794,0.010995,0.005546,0.011172,0.008846,0.000001,0.000666,0.000002,0.001183,0.000042,0.000080,0.003201,0.006191,0.007451,3565.035596,0.000903,0.018018,0.000000,0.075271,0.000000,0.000000,0.102759,0.139791,0.804417,0.003167,0.029700,0.034384,0.100410,0.020587,0.011607,0.000149,0.002422,0.000004,0.063940,0.091336,0.004710,0.019228,0.007540,-0.007538,0.009089,0.152105,0.049670,0.150076,0.000167,-0.000289,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009252,0.257645,0.266786,0.006113,0.057828,0.041671,0.022509,0.000287,0.004424,0.000007,0.134800,0.019202,0.032875,0.020594,0.014180,0.000000,0.002762,0.005437,0.000661,-0.000000,0.000004,0.000000,0.000002,0.062253,0.000000,0.000000,0.001104,0.000063,0.001236,-0.000000,-0.000086,-0.000026,0.000092,-0.000000,0.000037,-0.000000,0.000069,0.000070,0.012302,0.012390,0.018350,0.161184,0.053618,0.002762,0.000343,0.239649,0.000236,0.034113,0.000436,0.006844,0.000011,2.420705,0.098118,0.000000,0.000148,0.000029,0.000000,0.000014,0.000053,0.000000,0.188248,0.014182,0.179214,0.210866,-0.000115,0.266901,0.128121,0.004718,0.000006,
85,0.009073,0.000009,0.005225,0.415382,0.000236,0.159920,10.400415,0.120458,0.304181,0.023675,44.989704,0.007201,5.204501,0.007469,0.000000,0.056568,0.008312,0.088981,0.000000,0.000000,0.001244,0.038435,0.000000,10.512131,0.026974,0.000727,0.000000,0.006449,0.182599,0.002301,0.000008,0.000000,0.625903,0.023727,0.000312,0.004763,0.000008,2.421568,0.049747,0.000000,0.027732,0.000000,0.000003,0.000308,0.000442,0.001363,0.000715,0.000000,0.015199,0.074919,0.000038,0.697537,2.648749,0.004775,0.002478,0.001319,0.051152,17.968272,144.848035,0.182531,0.183387,0.660612,0.444690,0.044194,0.000163,0.041990,0.286723,0.144130,0.003937,0.128710,0.000156,0.285772,0.012052,0.009366,0.052808,0.003483,0.006778,1.287224,0.006433,0.009762,0.005490,0.017767,0.011009,0.005540,0.011189,0.008840,0.000001,0.000666,0.000002,0.001186,0.000042,0.000080,0.003198,0.006201,0.007451,3565.019930,0.000903,0.017711,0.000000,0.075269,0.000000,0.000000,0.102825,0.140144,0.804098,0.003168,0.029575,0.034332,0.100536,0.020563,0.011594,0.000149,0.002423,0.000004,0.063864,0.091338,0.004721,0.019154,0.007540,-0.007538,0.009125,0.152000,0.049610,0.150143,0.000165,-0.000285,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009251,0.257643,0.266785,0.006132,0.057734,0.041733,0.022542,0.000288,0.004434,0.000007,0.134875,0.019127,0.032750,0.020570,0.014167,0.000000,0.002761,0.005436,0.000660,-0.000000,0.000004,0.000000,0.000002,0.062291,0.000000,0.000000,0.001096,0.000061,0.001230,-0.000000,-0.000085,-0.000027,0.000087,-0.000000,0.000038,-0.000000,0.000066,0.000067,0.012093,0.012181,0.018405,0.161116,0.053492,0.002761,0.000337,0.239325,0.000232,0.034133,0.000437,0.006856,0.000011,2.420699,0.098115,0.000000,0.000141,0.000029,0.000000,0.000014,0.000052,0.000000,0.188175,0.014169,0.179076,0.210737,-0.000113,0.266898,0.128141,0.004729,0.000006,
86,0.009073,0.000009,0.004977,0.415631,0.000224,0.160280,10.400415,0.121828,0.303087,0.023315,44.989430,0.007075,5.204775,0.007469,0.000000,0.057347,0.008324,0.088987,0.000000,0.000000,0.001238,0.038248,0.000000,10.512131,0.027204,0.000743,0.000000,0.006429,0.182595,0.002301,0.000008,0.000000,0.625881,0.023725,0.000312,0.004767,0.000008,2.421564,0.049747,0.000000,0.027731,0.000000,0.000003,0.000311,0.000447,0.001363,0.000715,0.000000,0.015199,0.074922,0.000038,0.695010,2.652802,0.004789,0.002479,0.001316,0.051151,17.968265,144.863922,0.182137,0.183039,0.661054,0.444690,0.044194,0.000155,0.041193,0.287125,0.144666,0.003803,0.129356,0.000148,0.286128,0.011849,0.009365,0.052808,0.003468,0.006767,1.285748,0.006459,0.009723,0.005483,0.017740,0.011023,0.005533,0.011205,0.008833,0.000001,0.000666,0.000002,0.001189,0.000042,0.000080,0.003194,0.006210,0.007451,3565.004262,0.000903,0.017408,0.000000,0.075267,0.000000,0.000000,0.102889,0.140504,0.803773,0.003170,0.029447,0.034279,0.100664,0.020539,0.011580,0.000149,0.002423,0.000004,0.063787,0.091339,0.004732,0.019078,0.007540,-0.007538,0.009162,0.151893,0.049548,0.150209,0.000162,-0.000280,0.000004,0.000004,-0.000000,0.000004,0.000000,0.009251,0.257641,0.266784,0.006150,0.057638,0.041796,0.022577,0.000288,0.004445,0.000007,0.134950,0.019051,0.032624,0.020546,0.014153,0.000000,0.002761,0.005435,0.000658,-0.000000,0.000004,0.000000,0.000002,0.062329,0.000000,0.000000,0.001088,0.000059,0.001224,-0.000000,-0.000084,-0.000027,0.000083,-0.000000,0.000038,-0.000000,0.000063,0.000064,0.011887,0.011975,0.018461,0.161045,0.053364,0.002761,0.000332,0.238995,0.000228,0.034154,0.000437,0.006867,0.000011,2.420694,0.098112,0.000000,0.000134,0.000030,0.000000,0.000014,0.000050,0.000000,0.188099,0.014155,0.178936,0.210605,-0.000112,0.266896,0.128161,0.004741,0.000006,
87,0.009074,0.000008,0.004741,0.415867,0.000213,0.160637,10.400415,0.123194,0.301984,0.022958,44.989168,0.006949,5.205036,0.007469,0.000000,0.058117,0.008336,0.088993,0.000000,0.000000,0.001232,0.038060,0.000000,10.512131,0.027435,0.000760,0.000000,0.006407,0.182591,0.002301,0.000008,0.000000,0.625860,0.023723,0.000312,0.004771,0.000008,2.421559,0.049747,0.000000,0.027730,0.000000,0.000003,0.000314,0.000451,0.001362,0.000715,0.000000,0.015200,0.074925,0.000038,0.692433,2.656941,0.004804,0.002480,0.001312,0.051149,17.968258,144.879808,0.181736,0.182683,0.661491,0.444691,0.044195,0.000147,0.040407,0.287534,0.145179,0.003676,0.129981,0.000141,0.286491,0.011648,0.009365,0.052807,0.003453,0.006755,1.284238,0.006486,0.009684,0.005476,0.017712,0.011038,0.005527,0.011222,0.008827,0.000001,0.000666,0.000002,0.001192,0.000042,0.000080,0.003190,0.006220,0.007451,3564.988593,0.000903,0.017109,0.000000,0.075266,0.000000,0.000000,0.102952,0.140872,0.803441,0.003171,0.029318,0.034225,0.100794,0.020514,0.011566,0.000149,0.002423,0.000004,0.063709,0.091338,0.004743,0.019001,0.007541,-0.007539,0.009200,0.151785,0.049484,0.150274,0.000159,-0.000276,0.000004,0.000003,-0.000000,0.000003,0.000000,0.009251,0.257639,0.266783,0.006169,0.057542,0.041860,0.022612,0.000289,0.004456,0.000007,0.135026,0.018974,0.032496,0.020521,0.014140,0.000000,0.002760,0.005435,0.000656,-0.000000,0.000004,0.000000,0.000002,0.062369,0.000000,0.000000,0.001080,0.000057,0.001218,-0.000000,-0.000083,-0.000027,0.000079,-0.000000,0.000039,-0.000000,0.000060,0.000061,0.011683,0.011771,0.018519,0.160974,0.053233,0.002760,0.000327,0.238661,0.000224,0.034175,0.000437,0.006878,0.000011,2.420689,0.098110,0.000000,0.000127,0.000031,0.000000,0.000014,0.000048,0.000000,0.188021,0.014141,0.178792,0.210470,-0.000110,0.266893,0.128183,0.004752,0.000006,
88,0.009074,0.000008,0.004516,0.416092,0.000202,0.160990,10.400415,0.124554,0.300873,0.022605,44.988920,0.006826,5.205285,0.007469,0.000000,0.058876,0.008349,0.088999,0.000000,0.000000,0.001226,0.037870,0.000000,10.512132,0.027670,0.000777,0.000000,0.006386,0.182587,0.002301,0.000008,0.000000,0.625838,0.023722,0.000312,0.004775,0.000008,2.421555,0.049747,0.000000,0.027730,0.000000,0.000003,0.000316,0.000456,0.001362,0.000714,0.000000,0.015201,0.074928,0.000038,0.689806,2.661165,0.004819,0.002480,0.001309,0.051148,17.968250,144.895693,0.181328,0.182319,0.661921,0.444691,0.044195,0.000140,0.039630,0.287949,0.145670,0.003554,0.130587,0.000134,0.286862,0.011450,0.009365,0.052807,0.003437,0.006744,1.282694,0.006513,0.009644,0.005469,0.017684,0.011052,0.005520,0.011240,0.008821,0.000001,0.000666,0.000002,0.001195,0.000042,0.000080,0.003186,0.006229,0.007451,3564.972922,0.000903,0.016814,0.000000,0.075264,0.000000,0.000000,0.103015,0.141247,0.803104,0.003172,0.029186,0.034170,0.100925,0.020489,0.011552,0.000148,0.002423,0.000004,0.063631,0.091338,0.004754,0.018922,0.007541,-0.007539,0.009238,0.151674,0.049417,0.150339,0.000156,-0.000271,0.000004,0.000003,-0.000000,0.000003,0.000000,0.009250,0.257637,0.266782,0.006189,0.057444,0.041926,0.022648,0.000289,0.004467,0.000007,0.135102,0.018895,0.032365,0.020496,0.014125,0.000000,0.002760,0.005434,0.000654,-0.000000,0.000003,0.000000,0.000002,0.062409,0.000000,0.000000,0.001072,0.000056,0.001212,-0.000000,-0.000082,-0.000028,0.000074,-0.000000,0.000040,-0.000000,0.000057,0.000058,0.011483,0.011571,0.018577,0.160902,0.053099,0.002760,0.000321,0.238321,0.000220,0.034197,0.000437,0.006889,0.000011,2.420683,0.098107,0.000000,0.000121,0.000031,0.000000,0.000014,0.000047,0.000000,0.187942,0.014127,0.178645,0.210331,-0.000108,0.266891,0.128206,0.004763,0.000006,
