Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,
26,0.008905,0.000177,0.100291,0.320147,0.004348,0.143576,10.399966,0.035549,0.283663,0.040019,45.094735,0.014195,5.099469,0.007469,0.000000,0.019874,0.007850,0.088827,0.025397,0.000035,0.001398,0.043193,0.000411,10.484476,0.021386,0.000239,0.000000,0.006715,0.182473,0.002299,0.000008,0.000000,0.625793,0.023770,0.000313,0.004261,0.000009,2.420254,0.049720,0.001683,0.027712,0.000155,0.000002,0.000155,0.000167,0.001362,0.000714,0.000004,0.015185,0.074902,0.000038,0.598807,2.776715,0.004754,0.002285,0.001347,0.051116,17.968717,143.909951,0.153796,0.152479,0.637969,0.444701,0.044213,0.003262,0.079171,0.312359,0.057613,0.024537,0.048098,0.003136,0.313700,0.022571,0.009355,0.052789,0.003542,0.007461,1.259779,0.005947,0.008447,0.004670,0.017534,0.010505,0.005421,0.011731,0.008994,0.000001,0.000577,0.000002,0.001126,0.000041,0.000084,0.003136,0.006547,0.007451,3565.947764,0.000903,0.033552,0.000002,0.075215,0.000002,0.000001,0.099103,0.136257,0.811232,0.002928,0.030107,0.033960,0.095977,0.020136,0.011379,0.000146,0.002080,0.000004,0.069665,0.085960,0.004522,0.016603,0.007532,-0.007536,0.008410,0.154648,0.042280,0.138204,0.000366,-0.000281,-0.000020,0.000008,-0.000000,0.000008,-0.000017,0.009240,0.257543,0.266847,0.006074,0.063558,0.043677,0.023779,0.000304,0.004214,0.000009,0.129874,0.016705,0.033006,0.020123,0.013593,0.000016,0.002759,0.005435,0.000674,-0.000000,0.000008,-0.000000,-0.000023,0.063845,0.000012,0.000067,0.001507,0.000550,0.001390,-0.000145,0.000180,0.000030,0.001021,-0.000000,0.000005,-0.000013,0.001320,0.001341,0.023893,0.023119,0.017442,0.163073,0.050497,0.002775,0.000599,0.248302,0.000455,0.035179,0.000451,0.006294,0.000013,2.419386,0.098043,0.000019,0.002824,0.000010,0.000080,0.000016,0.000324,0.000068,0.183107,0.013609,0.176750,0.205334,0.000073,0.266775,0.137088,0.004527,-0.000015,
27,0.008913,0.000168,0.095278,0.325170,0.004163,0.143324,10.400110,0.036862,0.287876,0.040270,45.089230,0.014271,5.104975,0.007469,0.000000,0.019734,0.007852,0.088822,0.019600,0.000023,0.001403,0.043340,0.000279,10.490696,0.021188,0.000231,0.000000,0.006752,0.182469,0.002298,0.000008,0.000000,0.625882,0.023767,0.000313,0.004277,0.000009,2.420537,0.049726,0.001416,0.027710,0.000133,0.000002,0.000158,0.000172,0.001363,0.000715,0.000004,0.015184,0.074895,0.000038,0.613622,2.754391,0.004715,0.002299,0.001354,0.051114,17.968749,143.925833,0.156386,0.155052,0.637685,0.444702,0.044213,0.003100,0.079319,0.309931,0.059938,0.024653,0.050030,0.002981,0.311282,0.022700,0.009354,0.052789,0.003581,0.007437,1.266981,0.005916,0.008658,0.004759,0.017640,0.010516,0.005453,0.011638,0.008996,0.000001,0.000582,0.000002,0.001121,0.000041,0.000083,0.003153,0.006491,0.007451,3565.931759,0.000903,0.033738,0.000002,0.075209,0.000001,0.000001,0.099072,0.135603,0.811503,0.002945,0.030439,0.034157,0.096079,0.020252,0.011440,0.000147,0.002100,0.000004,0.069400,0.086418,0.004498,0.017016,0.007532,-0.007536,0.008370,0.154699,0.043082,0.139113,0.000366,-0.000296,-0.000013,0.000008,-0.000000,0.000008,-0.000011,0.009240,0.257546,0.266845,0.006027,0.063343,0.043335,0.023575,0.000302,0.004194,0.000009,0.130182,0.017109,0.033359,0.020241,0.013676,0.000014,0.002761,0.005439,0.000677,-0.000000,0.000008,-0.000000,-0.000020,0.063617,0.000008,0.000046,0.001492,0.000526,0.001394,-0.000123,0.000160,0.000024,0.000991,-0.000000,0.000006,-0.000011,0.001254,0.001274,0.023953,0.023234,0.017366,0.163081,0.051115,0.002774,0.000603,0.248474,0.000453,0.035033,0.000449,0.006294,0.000013,2.419672,0.098038,0.000016,0.002683,0.000009,0.000054,0.000016,0.000325,0.000046,0.183873,0.013691,0.177333,0.206147,0.000064,0.266782,0.136279,0.004504,-0.000012,
28,0.008922,0.000159,0.090517,0.329939,0.003985,0.143124,10.400208,0.038192,0.291796,0.040471,45.083998,0.014326,5.110207,0.007469,0.000000,0.019651,0.007855,0.088818,0.015145,0.000016,0.001406,0.043462,0.000190,10.495488,0.021025,0.000224,0.000000,0.006783,0.182471,0.002298,0.000008,0.000000,0.625961,0.023765,0.000313,0.004293,0.000009,2.420772,0.049730,0.001190,0.027709,0.000113,0.000002,0.000160,0.000176,0.001364,0.000715,0.000003,0.015184,0.074889,0.000038,0.627173,2.734243,0.004680,0.002311,0.001360,0.051115,17.968770,143.941713,0.158828,0.157481,0.637465,0.444702,0.044212,0.002946,0.079409,0.307643,0.062258,0.024687,0.051964,0.002833,0.309002,0.022798,0.009354,0.052790,0.003616,0.007412,1.273304,0.005891,0.008851,0.004841,0.017733,0.010526,0.005481,0.011553,0.008999,0.000001,0.000587,0.000002,0.001116,0.000041,0.000083,0.003168,0.006440,0.007451,3565.915763,0.000903,0.033879,0.000002,0.075208,0.000001,0.000001,0.099054,0.135041,0.811717,0.002960,0.030731,0.034330,0.096172,0.020354,0.011494,0.000148,0.002118,0.000004,0.069145,0.086840,0.004478,0.017394,0.007532,-0.007535,0.008336,0.154738,0.043813,0.139941,0.000365,-0.000311,-0.000008,0.000008,-0.000000,0.000008,-0.000007,0.009240,0.257551,0.266844,0.005985,0.063132,0.043026,0.023391,0.000299,0.004176,0.000009,0.130454,0.017477,0.033669,0.020345,0.013750,0.000012,0.002762,0.005442,0.000680,-0.000000,0.000008,-0.000000,-0.000018,0.063407,0.000006,0.000031,0.001480,0.000504,0.001398,-0.000104,0.000141,0.000020,0.000964,-0.000000,0.000006,-0.000009,0.001192,0.001211,0.023986,0.023318,0.017303,0.163085,0.051672,0.002774,0.000605,0.248596,0.000452,0.034902,0.000447,0.006294,0.000013,2.419909,0.098039,0.000013,0.002550,0.000009,0.000037,0.000016,0.000326,0.000031,0.184547,0.013764,0.177856,0.206884,0.000053,0.266791,0.135533,0.004484,-0.000010,
29,0.008930,0.000151,0.085996,0.334468,0.003812,0.142971,10.400274,0.039538,0.295439,0.040624,45.079027,0.014363,5.115178,0.007469,0.000000,0.019622,0.007859,0.088815,0.011718,0.000011,0.001410,0.043563,0.000129,10.499184,0.020891,0.000219,0.000000,0.006810,0.182477,0.002298,0.000008,0.000000,0.626031,0.023765,0.000312,0.004309,0.000009,2.420965,0.049734,0.000999,0.027710,0.000097,0.000002,0.000163,0.000181,0.001365,0.000715,0.000003,0.015183,0.074883,0.000038,0.639541,2.716075,0.004650,0.002323,0.001365,0.051116,17.968781,143.957593,0.161128,0.159772,0.637304,0.444702,0.044211,0.002799,0.079443,0.305490,0.064568,0.024642,0.053897,0.002692,0.306851,0.022868,0.009354,0.052791,0.003646,0.007389,1.278858,0.005870,0.009027,0.004915,0.017815,0.010535,0.005506,0.011478,0.009001,0.000001,0.000592,0.000002,0.001112,0.000042,0.000082,0.003181,0.006394,0.007451,3565.899781,0.000903,0.033978,0.000001,0.075210,0.000000,0.000000,0.099047,0.134556,0.811885,0.002974,0.030988,0.034481,0.096256,0.020444,0.011541,0.000148,0.002135,0.000004,0.068900,0.087227,0.004460,0.017738,0.007532,-0.007534,0.008309,0.154768,0.044479,0.140695,0.000363,-0.000325,-0.000004,0.000008,-0.000000,0.000008,-0.000005,0.009240,0.257557,0.266843,0.005948,0.062926,0.042747,0.023226,0.000297,0.004161,0.000009,0.130694,0.017813,0.033942,0.020437,0.013816,0.000010,0.002763,0.005444,0.000683,-0.000000,0.000008,-0.000000,-0.000016,0.063216,0.000004,0.000021,0.001469,0.000483,0.001400,-0.000088,0.000123,0.000016,0.000938,-0.000000,0.000007,-0.000008,0.001132,0.001150,0.023993,0.023373,0.017249,0.163085,0.052172,0.002773,0.000607,0.248679,0.000451,0.034783,0.000445,0.006296,0.000013,2.420105,0.098042,0.000011,0.002423,0.000009,0.000025,0.000016,0.000325,0.000021,0.185142,0.013829,0.178325,0.207553,0.000042,0.266801,0.134847,0.004467,-0.000008,
30,0.008937,0.000144,0.081702,0.338769,0.003645,0.142862,10.400319,0.040899,0.298819,0.040733,45.074303,0.014382,5.119902,0.007469,0.000000,0.019642,0.007863,0.088812,0.009080,0.000007,0.001412,0.043644,0.000088,10.502040,0.020782,0.000215,0.000000,0.006834,0.182486,0.002298,0.000008,0.000000,0.626092,0.023764,0.000312,0.004323,0.000009,2.421125,0.049738,0.000838,0.027711,0.000083,0.000002,0.000166,0.000186,0.001365,0.000716,0.000002,0.015183,0.074878,0.000038,0.650807,2.699708,0.004623,0.002333,0.001370,0.051119,17.968787,143.973473,0.163293,0.161931,0.637200,0.444701,0.044210,0.002660,0.079427,0.303465,0.066865,0.024525,0.055827,0.002558,0.304826,0.022910,0.009355,0.052792,0.003673,0.007366,1.283739,0.005853,0.009187,0.004982,0.017886,0.010543,0.005527,0.011409,0.009002,0.000001,0.000596,0.000002,0.001108,0.000042,0.000082,0.003193,0.006352,0.007451,3565.883816,0.000903,0.034037,0.000001,0.075214,0.000000,0.000000,0.099050,0.134139,0.812016,0.002987,0.031213,0.034613,0.096332,0.020523,0.011583,0.000149,0.002151,0.000004,0.068668,0.087582,0.004445,0.018050,0.007532,-0.007534,0.008286,0.154790,0.045085,0.141381,0.000361,-0.000338,-0.000001,0.000008,-0.000000,0.000008,-0.000002,0.009241,0.257565,0.266842,0.005915,0.062729,0.042496,0.023078,0.000295,0.004148,0.000009,0.130907,0.018118,0.034182,0.020517,0.013875,0.000008,0.002764,0.005446,0.000685,-0.000000,0.000008,-0.000000,-0.000014,0.063041,0.000003,0.000014,0.001459,0.000463,0.001403,-0.000074,0.000107,0.000013,0.000913,-0.000000,0.000007,-0.000007,0.001076,0.001093,0.023977,0.023402,0.017204,0.163083,0.052621,0.002773,0.000609,0.248729,0.000451,0.034675,0.000444,0.006299,0.000013,2.420267,0.098048,0.000010,0.002302,0.000009,0.000017,0.000016,0.000323,0.000014,0.185667,0.013887,0.178744,0.208159,0.000030,0.266811,0.134217,0.004451,-0.000006,
31,0.008945,0.000137,0.077626,0.342853,0.003484,0.142793,10.400349,0.042274,0.301948,0.040802,45.069815,0.014385,5.124390,0.007469,0.000000,0.019709,0.007869,0.088810,0.007047,0.000005,0.001414,0.043708,0.000060,10.504250,0.020696,0.000212,0.000000,0.006854,0.182497,0.002299,0.000008,0.000000,0.626147,0.023765,0.000312,0.004338,0.000009,2.421256,0.049740,0.000702,0.027713,0.000071,0.000003,0.000168,0.000190,0.001366,0.000716,0.000002,0.015183,0.074874,0.000038,0.661050,2.684978,0.004599,0.002343,0.001374,0.051122,17.968787,143.989355,0.165328,0.163965,0.637151,0.444700,0.044208,0.002527,0.079363,0.301562,0.069147,0.024342,0.057750,0.002430,0.302919,0.022927,0.009355,0.052794,0.003696,0.007344,1.288030,0.005839,0.009332,0.005043,0.017948,0.010550,0.005546,0.011348,0.009003,0.000001,0.000600,0.000002,0.001105,0.000042,0.000081,0.003203,0.006315,0.007451,3565.867869,0.000903,0.034059,0.000001,0.075219,0.000000,0.000000,0.099060,0.133780,0.812116,0.002999,0.031411,0.034728,0.096402,0.020592,0.011621,0.000149,0.002166,0.000004,0.068448,0.087906,0.004432,0.018334,0.007531,-0.007534,0.008268,0.154805,0.045636,0.142004,0.000359,-0.000350,0.000001,0.000008,-0.000000,0.000008,-0.000001,0.009242,0.257573,0.266841,0.005886,0.062540,0.042270,0.022945,0.000293,0.004137,0.000008,0.131097,0.018395,0.034394,0.020587,0.013929,0.000007,0.002765,0.005448,0.000687,-0.000000,0.000008,-0.000000,-0.000012,0.062883,0.000002,0.000010,0.001451,0.000444,0.001404,-0.000062,0.000091,0.000010,0.000889,-0.000000,0.000007,-0.000006,0.001022,0.001038,0.023938,0.023406,0.017166,0.163079,0.053025,0.002773,0.000609,0.248754,0.000450,0.034578,0.000443,0.006302,0.000013,2.420400,0.098056,0.000008,0.002187,0.000009,0.000012,0.000016,0.000321,0.000010,0.186131,0.013940,0.179119,0.208706,0.000018,0.266822,0.133640,0.004439,-0.000005,
32,0.008951,0.000130,0.073755,0.346731,0.003329,0.142763,10.400370,0.043662,0.304840,0.040832,45.065551,0.014372,5.128654,0.007469,0.000000,0.019819,0.007874,0.088809,0.005478,0.000003,0.001416,0.043758,0.000041,10.505963,0.020628,0.000210,0.000000,0.006872,0.182509,0.002299,0.000008,0.000000,0.626195,0.023765,0.000312,0.004351,0.000009,2.421363,0.049743,0.000588,0.027715,0.000060,0.000003,0.000171,0.000195,0.001366,0.000716,0.000002,0.015182,0.074870,0.000038,0.670347,2.671733,0.004578,0.002351,0.001378,0.051125,17.968783,144.005239,0.167240,0.165879,0.637152,0.444699,0.044206,0.002401,0.079255,0.299776,0.071411,0.024099,0.059666,0.002309,0.301126,0.022921,0.009357,0.052796,0.003717,0.007323,1.291803,0.005828,0.009464,0.005099,0.018002,0.010557,0.005563,0.011292,0.009003,0.000001,0.000604,0.000002,0.001103,0.000042,0.000081,0.003212,0.006282,0.007451,3565.851941,0.000903,0.034046,0.000001,0.075225,0.000000,0.000000,0.099079,0.133471,0.812190,0.003009,0.031583,0.034829,0.096466,0.020653,0.011653,0.000150,0.002179,0.000004,0.068241,0.088201,0.004421,0.018591,0.007531,-0.007533,0.008253,0.154814,0.046135,0.142570,0.000357,-0.000361,0.000003,0.000007,-0.000000,0.000007,0.000000,0.009243,0.257581,0.266840,0.005861,0.062360,0.042067,0.022825,0.000292,0.004128,0.000008,0.131266,0.018646,0.034579,0.020649,0.013976,0.000006,0.002766,0.005450,0.000689,-0.000000,0.000007,-0.000000,-0.000011,0.062739,0.000001,0.000007,0.001443,0.000426,0.001406,-0.000052,0.000076,0.000008,0.000866,-0.000000,0.000008,-0.000005,0.000971,0.000986,0.023879,0.023387,0.017134,0.163072,0.053387,0.002773,0.000610,0.248758,0.000449,0.034490,0.000441,0.006306,0.000013,2.420508,0.098064,0.000007,0.002078,0.000008,0.000008,0.000016,0.000318,0.000007,0.186541,0.013987,0.179454,0.209200,0.000006,0.266832,0.133113,0.004428,-0.000004,
33,0.008958,0.000123,0.070079,0.350413,0.003180,0.142768,10.400384,0.045062,0.307506,0.040827,45.061499,0.014346,5.132706,0.007469,0.000000,0.019970,0.007880,0.088808,0.004266,0.000002,0.001417,0.043796,0.000028,10.507293,0.020576,0.000209,0.000000,0.006887,0.182522,0.002299,0.000008,0.000000,0.626237,0.023766,0.000312,0.004365,0.000009,2.421450,0.049744,0.000492,0.027717,0.000051,0.000003,0.000173,0.000200,0.001366,0.000716,0.000001,0.015182,0.074867,0.000038,0.678770,2.659837,0.004559,0.002359,0.001381,0.051129,17.968777,144.021124,0.169034,0.167679,0.637200,0.444698,0.044205,0.002281,0.079105,0.298102,0.073654,0.023800,0.061572,0.002194,0.299442,0.022893,0.009358,0.052797,0.003735,0.007304,1.295120,0.005819,0.009584,0.005149,0.018049,0.010564,0.005577,0.011242,0.009003,0.000001,0.000607,0.000002,0.001101,0.000042,0.000080,0.003220,0.006252,0.007451,3565.836031,0.000903,0.034000,0.000001,0.075231,0.000000,0.000000,0.099104,0.133207,0.812242,0.003019,0.031735,0.034917,0.096525,0.020707,0.011682,0.000150,0.002192,0.000004,0.068047,0.088471,0.004411,0.018824,0.007531,-0.007533,0.008242,0.154819,0.046587,0.143085,0.000354,-0.000371,0.000004,0.000007,-0.000000,0.000007,0.000001,0.009244,0.257590,0.266839,0.005838,0.062191,0.041884,0.022717,0.000290,0.004120,0.000008,0.131417,0.018872,0.034741,0.020704,0.014019,0.000005,0.002767,0.005451,0.000691,-0.000000,0.000007,-0.000000,-0.000010,0.062608,0.000001,0.000004,0.001436,0.000408,0.001407,-0.000044,0.000063,0.000006,0.000844,-0.000000,0.000008,-0.000004,0.000923,0.000937,0.023801,0.023347,0.017108,0.163064,0.053711,0.002772,0.000609,0.248745,0.000448,0.034410,0.000440,0.006312,0.000012,2.420597,0.098072,0.000006,0.001974,0.000008,0.000005,0.000016,0.000314,0.000005,0.186902,0.014029,0.179753,0.209645,-0.000005,0.266843,0.132631,0.004419,-0.000003,
34,0.008964,0.000117,0.066589,0.353909,0.003037,0.142807,10.400394,0.046473,0.309959,0.040788,45.057650,0.014305,5.136555,0.007469,0.000000,0.020160,0.007886,0.088807,0.003328,0.000002,0.001418,0.043822,0.000019,10.508328,0.020540,0.000209,0.000000,0.006900,0.182534,0.002300,0.000008,0.000000,0.626273,0.023766,0.000313,0.004378,0.000009,2.421521,0.049746,0.000411,0.027719,0.000044,0.000003,0.000176,0.000204,0.001367,0.000716,0.000001,0.015182,0.074864,0.000038,0.686389,2.649164,0.004543,0.002367,0.001384,0.051132,17.968769,144.037012,0.170716,0.169370,0.637294,0.444697,0.044203,0.002168,0.078915,0.296534,0.075873,0.023452,0.063467,0.002084,0.297860,0.022844,0.009359,0.052799,0.003750,0.007285,1.298033,0.005812,0.009691,0.005195,0.018091,0.010570,0.005590,0.011198,0.009003,0.000001,0.000610,0.000002,0.001099,0.000042,0.000080,0.003228,0.006226,0.007451,3565.820141,0.000903,0.033924,0.000001,0.075237,0.000000,0.000000,0.099135,0.132981,0.812276,0.003028,0.031866,0.034994,0.096580,0.020754,0.011708,0.000150,0.002204,0.000004,0.067866,0.088716,0.004404,0.019034,0.007531,-0.007533,0.008232,0.154819,0.046996,0.143552,0.000352,-0.000380,0.000005,0.000007,-0.000000,0.000007,0.000002,0.009246,0.257598,0.266838,0.005819,0.062031,0.041721,0.022621,0.000289,0.004114,0.000008,0.131552,0.019077,0.034883,0.020752,0.014058,0.000004,0.002768,0.005452,0.000692,-0.000000,0.000007,-0.000000,-0.000009,0.062490,0.000001,0.000003,0.001430,0.000392,0.001407,-0.000037,0.000050,0.000004,0.000822,-0.000000,0.000008,-0.000004,0.000876,0.000890,0.023704,0.023286,0.017086,0.163055,0.054000,0.002772,0.000608,0.248718,0.000447,0.034338,0.000439,0.006317,0.000012,2.420669,0.098080,0.000005,0.001876,0.000008,0.000004,0.000016,0.000309,0.000003,0.187222,0.014067,0.180020,0.210046,-0.000016,0.266853,0.132191,0.004411,-0.000002,
35,0.008970,0.000111,0.063275,0.357229,0.002899,0.142876,10.400400,0.047893,0.312209,0.040719,45.053993,0.014253,5.140212,0.007469,0.000000,0.020388,0.007892,0.088806,0.002601,0.000001,0.001418,0.043838,0.000013,10.509135,0.020516,0.000209,0.000000,0.006911,0.182546,0.002300,0.000008,0.000000,0.626305,0.023767,0.000313,0.004391,0.000009,2.421579,0.049747,0.000344,0.027722,0.000037,0.000003,0.000178,0.000209,0.001367,0.000717,0.000001,0.015182,0.074862,0.000038,0.693269,2.639602,0.004529,0.002373,0.001386,0.051136,17.968759,144.052902,0.172291,0.170957,0.637429,0.444696,0.044202,0.002059,0.078687,0.295067,0.078068,0.023060,0.065347,0.001980,0.296377,0.022776,0.009360,0.052800,0.003764,0.007268,1.300591,0.005807,0.009788,0.005236,0.018127,0.010575,0.005602,0.011158,0.009003,0.000001,0.000613,0.000002,0.001098,0.000042,0.000080,0.003234,0.006202,0.007451,3565.804270,0.000903,0.033820,0.000000,0.075243,0.000000,0.000000,0.099172,0.132790,0.812295,0.003036,0.031980,0.035061,0.096633,0.020795,0.011730,0.000151,0.002216,0.000004,0.067697,0.088939,0.004398,0.019223,0.007531,-0.007532,0.008226,0.154816,0.047366,0.143976,0.000349,-0.000388,0.000005,0.000007,-0.000000,0.000007,0.000002,0.009247,0.257606,0.266837,0.005802,0.061880,0.041574,0.022534,0.000288,0.004109,0.000008,0.131674,0.019261,0.035007,0.020794,0.014092,0.000004,0.002769,0.005453,0.000693,-0.000000,0.000007,-0.000000,-0.000008,0.062383,0.000000,0.000002,0.001424,0.000376,0.001408,-0.000031,0.000038,0.000003,0.000801,-0.000000,0.000009,-0.000003,0.000833,0.000846,0.023591,0.023207,0.017069,0.163044,0.054259,0.002772,0.000607,0.248679,0.000445,0.034273,0.000439,0.006324,0.000012,2.420727,0.098088,0.000004,0.001782,0.000008,0.000002,0.000016,0.000304,0.000002,0.187505,0.014101,0.180257,0.210406,-0.000027,0.266862,0.131790,0.004405,-0.000001,
36,0.008976,0.000106,0.060127,0.360382,0.002766,0.142973,10.400405,0.049323,0.314267,0.040621,45.050519,0.014189,5.143686,0.007469,0.000000,0.020651,0.007898,0.088806,0.002037,0.000001,0.001419,0.043845,0.000009,10.509765,0.020504,0.000210,0.000000,0.006921,0.182558,0.002300,0.000008,0.000000,0.626332,0.023768,0.000313,0.004403,0.000009,2.421625,0.049748,0.000287,0.027724,0.000032,0.000003,0.000181,0.000214,0.001367,0.000717,0.000001,0.015182,0.074860,0.000038,0.699471,2.631048,0.004516,0.002379,0.001388,0.051139,17.968748,144.068794,0.173763,0.172445,0.637603,0.444694,0.044200,0.001957,0.078422,0.293697,0.080236,0.022629,0.067213,0.001881,0.294989,0.022691,0.009361,0.052802,0.003776,0.007251,1.302833,0.005803,0.009876,0.005273,0.018159,0.010581,0.005611,0.011122,0.009003,0.000001,0.000616,0.000002,0.001097,0.000042,0.000079,0.003239,0.006180,0.007451,3565.788416,0.000903,0.033689,0.000000,0.075248,0.000000,0.000000,0.099214,0.132630,0.812300,0.003044,0.032079,0.035119,0.096682,0.020831,0.011750,0.000151,0.002226,0.000004,0.067539,0.089142,0.004393,0.019394,0.007531,-0.007532,0.008221,0.154810,0.047700,0.144362,0.000345,-0.000395,0.000006,0.000007,-0.000000,0.000007,0.000003,0.009248,0.257613,0.266836,0.005787,0.061738,0.041443,0.022457,0.000287,0.004105,0.000008,0.131784,0.019427,0.035114,0.020831,0.014123,0.000003,0.002769,0.005454,0.000694,-0.000000,0.000007,-0.000000,-0.000007,0.062286,0.000000,0.000001,0.001418,0.000362,0.001408,-0.000026,0.000026,0.000001,0.000780,-0.000000,0.000009,-0.000003,0.000791,0.000803,0.023463,0.023110,0.017056,0.163032,0.054490,0.002772,0.000605,0.248630,0.000444,0.034215,0.000438,0.006331,0.000012,2.420774,0.098096,0.000004,0.001693,0.000008,0.000002,0.000016,0.000298,0.000001,0.187755,0.014131,0.180468,0.210730,-0.000037,0.266871,0.131425,0.004401,-0.000000,
37,0.008981,0.000101,0.057139,0.363376,0.002639,0.143098,10.400408,0.050761,0.316142,0.040497,45.047219,0.014114,5.146986,0.007469,0.000000,0.020950,0.007904,0.088806,0.001598,0.000000,0.001418,0.043843,0.000006,10.510259,0.020502,0.000212,0.000000,0.006929,0.182570,0.002300,0.000008,0.000000,0.626356,0.023769,0.000313,0.004415,0.000009,2.421661,0.049749,0.000240,0.027726,0.000027,0.000003,0.000184,0.000218,0.001367,0.000717,0.000001,0.015181,0.074858,0.000038,0.705049,2.623408,0.004506,0.002385,0.001390,0.051143,17.968736,144.084688,0.175138,0.173838,0.637813,0.444693,0.044199,0.001859,0.078122,0.292420,0.082375,0.022165,0.069062,0.001787,0.293690,0.022589,0.009363,0.052803,0.003786,0.007236,1.304796,0.005800,0.009954,0.005307,0.018186,0.010586,0.005620,0.011090,0.009002,0.000001,0.000619,0.000002,0.001096,0.000042,0.000079,0.003244,0.006161,0.007451,3565.772579,0.000903,0.033534,0.000000,0.075254,0.000000,0.000000,0.099261,0.132496,0.812294,0.003050,0.032163,0.035170,0.096730,0.020863,0.011767,0.000151,0.002236,0.000004,0.067392,0.089327,0.004389,0.019547,0.007531,-0.007532,0.008218,0.154801,0.048002,0.144713,0.000342,-0.000401,0.000006,0.000007,-0.000000,0.000007,0.000003,0.009249,0.257620,0.266835,0.005774,0.061605,0.041325,0.022388,0.000286,0.004103,0.000008,0.131884,0.019576,0.035206,0.020863,0.014151,0.000003,0.002770,0.005454,0.000695,-0.000000,0.000007,-0.000000,-0.000007,0.062200,0.000000,0.000001,0.001413,0.000347,0.001407,-0.000022,0.000016,0.000000,0.000759,-0.000000,0.000009,-0.000002,0.000751,0.000763,0.023321,0.022997,0.017045,0.163019,0.054696,0.002772,0.000603,0.248572,0.000441,0.034162,0.000437,0.006338,0.000012,2.420811,0.098104,0.000003,0.001608,0.000009,0.000001,0.000016,0.000292,0.000001,0.187976,0.014159,0.180655,0.211020,-0.000046,0.266879,0.131092,0.004397,0.000000,
38,0.008986,0.000096,0.054301,0.366219,0.002517,0.143247,10.400410,0.052206,0.317844,0.040347,45.044083,0.014030,5.150121,0.007469,0.000000,0.021282,0.007910,0.088806,0.001257,0.000000,0.001418,0.043834,0.000004,10.510646,0.020509,0.000214,0.000000,0.006935,0.182581,0.002301,0.000008,0.000000,0.626376,0.023769,0.000313,0.004426,0.000008,2.421690,0.049749,0.000200,0.027728,0.000023,0.000003,0.000186,0.000223,0.001367,0.000717,0.000001,0.015181,0.074856,0.000038,0.710057,2.616600,0.004496,0.002390,0.001391,0.051146,17.968724,144.100584,0.176420,0.175141,0.638056,0.444692,0.044197,0.001766,0.077788,0.291231,0.084484,0.021673,0.070893,0.001698,0.292476,0.022472,0.009364,0.052805,0.003794,0.007221,1.306509,0.005799,0.010025,0.005337,0.018209,0.010591,0.005628,0.011061,0.009002,0.000001,0.000621,0.000002,0.001096,0.000043,0.000079,0.003248,0.006144,0.007451,3565.756759,0.000903,0.033357,0.000000,0.075259,0.000000,0.000000,0.099312,0.132387,0.812277,0.003057,0.032235,0.035213,0.096775,0.020891,0.011783,0.000151,0.002246,0.000004,0.067255,0.089495,0.004387,0.019683,0.007531,-0.007532,0.008216,0.154789,0.048275,0.145033,0.000339,-0.000406,0.000006,0.000007,-0.000000,0.000007,0.000003,0.009250,0.257627,0.266834,0.005763,0.061480,0.041221,0.022326,0.000285,0.004101,0.000008,0.131975,0.019709,0.035285,0.020891,0.014176,0.000002,0.002770,0.005455,0.000696,-0.000000,0.000007,-0.000000,-0.000006,0.062122,0.000000,0.000001,0.001407,0.000334,0.001407,-0.000018,0.000006,-0.000001,0.000738,-0.000000,0.000010,-0.000002,0.000714,0.000725,0.023165,0.022870,0.017038,0.163006,0.054878,0.002772,0.000600,0.248507,0.000439,0.034115,0.000437,0.006346,0.000012,2.420840,0.098111,0.000003,0.001528,0.000009,0.000001,0.000016,0.000285,0.000001,0.188171,0.014184,0.180820,0.211279,-0.000055,0.266887,0.130790,0.004395,0.000001,
